Kabupaten/Kota,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
Manggarai Timur,2020,2465244.71,45701.08,1008514.7,1194608.48,25097.04,-1450400.84,3288765.17
Sabu Raijua,2020,822473.93,42119.16,419943.68,564904.56,0.09,-434926.05,1414515.37
Malaka,2020,2232346.96,64450.11,966107.23,1489810.19,36395.76,-1956463.35,2832646.9
Kota Kupang,2020,16820249.26,963078.44,5066843.23,15507948.97,159383.78,-14604396.33,23913107.35
Sambas,2020,11265174.77,225783.46,1979991.99,5186619.97,422767.05,1589653.87,20669991.11
Bengkayang,2020,5035371.99,157770.26,1166151.86,2630656.57,15055.97,-332272.69,8672733.96
Landak,2020,6000592.61,136004.9,1601968.89,2668726.81,627613.23,-295721.28,10739185.16
Mempawah,2020,5038421.78,33778.44,1650743.68,2171069.05,-1033.51,-347693.11,8545286.33
Sanggau,2020,11687005.26,229107.55,1970085.77,6926493.28,-920833.29,29508.21,19921366.78
Ketapang,2020,12427763.93,205093.28,2317040.61,9023732.07,-57527.23,4189800.69,28105903.35
Sintang,2020,7888183.24,181072.87,1986229.02,5020540.48,594268.98,-959220.8,14711073.81
Kapuas Hulu,2020,5729492.63,34657.68,1827863.19,3059964.71,57815.35,-435917.46,10273876.1
Sekadau,2020,3691799.32,81695.24,1029421.1,2018521.61,74402.17,-327054.34,6568785.1
Melawi,2020,3151942.92,74825.02,1253977.88,1472047.25,4652.46,-725236.95,5232208.59
Kayong Utara,2020,2333599.71,60064.55,860308.4,1187106.6,10695.35,-245019.33,4206755.27
Kubu Raya,2020,14474969.54,537145.45,1756651.99,10708944.67,759452.74,693355.03,28930519.41
Kota Pontianak,2020,17511152.86,403436.59,4439264.03,11371833.01,-528491.56,4451314.77,37648509.69
Kota Singkawang,2020,5210872.04,315285.89,1378017.34,3692258.72,45334.71,-515543.71,10126224.99
Kotawaringin Barat,2020,7211623.51,240927.6,1313979.01,9339068.2,51389.24,2364912.29,20521899.85
Kotawaringin Timur,2020,10394454.38,264006.1,1628365.66,10477149.43,151872.41,4080481.68,26996329.66
Kapuas,2020,7757482.65,297076.85,1603778.19,6571218.91,311282.96,24297.54,16565137.1
Barito Selatan,2020,3185548.43,258824.9,970855.86,3352682.87,274421.82,-1764412.14,6277921.75
Barito Utara,2020,4171078.0,202770.76,1030058.58,4492276.16,297714.14,-802190.32,9391707.3
Sukamara,2020,1395716.42,71760.19,551052.57,1779026.68,-1179.1,625127.0,4421503.75
Lamandau,2020,1876641.53,43160.84,667594.94,2460354.45,59432.59,666650.27,5773834.62
Seruyan,2020,3812009.72,64850.99,781761.36,3534514.91,38585.31,536826.48,8768548.77
Katingan,2020,4622573.24,110226.49,1337949.21,3832631.49,-100.12,-1606037.77,8297242.54
Pulang Pisau,2020,2705535.76,56838.88,1073042.21,2644121.14,-9081.48,-881922.07,5588534.44
Gunung Mas,2020,3147688.46,120266.67,877197.27,3145456.4,303515.57,-1319089.01,6275035.35
Barito Timur,2020,2946565.85,61172.09,1048041.65,2974004.43,261950.01,-188039.14,7103694.89
Murung Raya,2020,3273298.79,56923.2,1287174.77,3021628.75,105227.92,18557.88,7762811.3
Kota Palangka Raya,2020,7591265.7,451250.86,6159892.65,6937225.08,305547.26,-3167985.42,18277196.12
Tanah Laut,2020,6535683.95,165115.11,1390732.01,3123121.53,2431.18,2569601.79,13786685.56
Kota Baru,2020,6877579.75,155133.96,2024205.0,4610557.59,5115.65,10284455.04,23957046.98
Banjar,2020,11407936.15,168959.05,2285877.06,5365227.12,929.53,-2701553.41,16527375.5
Barito Kuala,2020,5900816.6,142078.64,1295746.48,2567067.65,2117.28,-1197354.68,8710471.97
Tapin,2020,3867838.19,142900.37,1315631.08,1879926.73,259.3,1187335.83,8393891.5
Hulu Sungai Selatan,2020,4677295.91,121041.65,1361388.15,1875146.94,237.35,-1470178.99,6564931.01
Hulu Sungai Tengah,2020,5104851.33,132778.14,1325020.59,2149333.56,274.51,-1659908.2,7052349.92
Hulu Sungai Utara,2020,4297210.1,123174.76,1210153.66,1342574.03,3.52,-2004308.35,4968807.73
Tabalong,2020,5167681.72,127617.97,1588062.26,2846853.72,10767.67,8001473.64,17742456.98
Tanah Bumbu,2020,6782550.99,137698.95,1482496.31,3369943.8,17253.63,8109704.64,19899648.32
Balangan,2020,2503013.99,109735.02,1118074.38,2451221.42,1967.42,4538287.15,10722299.39
Kota Banjarmasin,2020,20067567.55,220527.97,3578793.34,9464749.46,25794.41,-630261.33,32727171.4
Kota Banjar Baru,2020,4830502.91,198884.45,2316776.09,4014709.6,2962.99,-1825376.85,9538459.18
Paser,2020,6390884.33,81113.88,1614887.67,8445649.09,34350.03,26667620.67,43234505.66
Kutai Barat,2020,4723718.92,264252.27,2122298.97,10628637.02,27818.44,9402545.09,27169270.71
Kutai Kartanegara,2020,19299160.96,567704.99,4463293.88,57241874.83,231080.92,67242081.24,149045196.8
Kutai Timur,2020,8285893.92,318852.55,2344906.39,21545510.78,172421.72,82888076.23,115555661.6
Berau,2020,4929486.78,352922.53,1465650.77,8029331.27,17679.55,20655778.02,35450848.9
Penajam Paser Utara,2020,3864738.88,59236.53,1056618.08,3488700.47,25066.3,556216.23,9050576.5
Mahakam Ulu,2020,679319.53,29034.39,350753.6,792292.52,5165.55,909428.81,2765994.39
Kota Balikpapan,2020,26282681.47,568956.74,3268253.54,43644585.47,92698.52,30061574.9,103918750.6
Kota Samarinda,2020,30113567.58,693119.89,9405645.52,27296201.01,403241.93,-1384864.5,66526911.43
Kota Bontang,2020,6077202.25,313126.18,1036887.62,7398187.46,30045.21,40808590.88,55664039.6
Malinau,2020,2388513.27,117736.29,1654930.11,3974210.39,86751.64,2933724.62,11155866.33
Bulungan,2020,3496487.58,141215.27,2353083.61,10169612.44,26419.27,2549754.13,18736572.3
Tana Tidung,2020,473225.32,79185.0,738679.0,2034906.71,37681.0,2509557.14,5873234.17
Nunukan,2020,4042271.63,89938.0,1376640.99,6375031.17,36133.83,14380548.78,26300564.4
Kota Tarakan,2020,5546864.63,327405.45,1605368.43,8552784.72,153930.2,21866712.54,38053065.97
Bolaang Mongondow,2020,3689166.64,78065.48,1296749.77,2261031.04,277.08,1067113.2,8392403.2
Minahasa,2020,6958685.0,867225.0,1440187.63,7535993.78,148.0,624887.05,17427126.46
Kepulauan Sangihe,2020,2187439.74,67712.74,975412.01,1219305.37,1640.61,-68257.68,4383252.81
Kepulauan Talaud,2020,1525270.39,42466.09,686589.85,724525.63,1019.86,-713308.13,2266563.68
Minahasa Selatan,2020,4090771.08,318714.16,1078689.05,3351139.86,1068.98,-60121.06,8780262.07
Minahasa Utara,2020,5615317.96,236825.75,1008192.78,5976597.93,218.45,1535305.74,14372458.61
Bolaang Mongondow Utara,2020,1221520.56,38520.1,541829.88,698022.22,233.0,74133.76,2574259.52
Siau Tagulandang Biaro,2020,1487933.33,164564.17,820440.97,706965.52,124.87,-732568.96,2447459.91
Minahasa Tenggara,2020,2743668.4,155676.37,661991.4,2411541.73,75.88,-759434.91,5213518.88
Bolaang Mongondow Selatan,2020,1056312.53,26094.62,376362.6,529636.42,23.01,164808.49,2153237.67
Bolaang Mongondow Timur,2020,1461258.85,30049.34,605667.54,621897.3,231.23,361799.34,3080903.6
Kota Manado,2020,14833431.61,548890.73,4831899.38,12224398.0,166.31,4179617.11,36618403.14
Kota Bitung,2020,6486120.93,230969.04,1314178.89,4917080.89,2341.79,4134304.02,17084995.56
Kota Tomohon,2020,2253156.7,57461.83,771205.63,2415275.3,952.68,-1126874.29,4371177.86
Kota Kotamobagu,2020,2261208.34,62589.18,740788.43,1084531.41,314.01,-358156.59,3791274.78
Banggai Kepulauan,2020,2484769.99,35780.43,630073.29,606196.28,257.14,76470.92,3833548.05
Banggai,2020,10867973.67,462527.54,2877059.13,7356915.28,199672.06,5596732.42,27360880.1
Morowali,2020,5251009.26,126813.11,804483.71,16658072.35,259683.2,39048282.64,62148344.27
Poso,2020,5537985.13,149564.69,1810003.46,4028995.86,49312.08,-2361387.1,9214474.12
Donggala,2020,6643524.06,168049.28,1683151.41,3936588.47,123750.9,-817652.63,11737411.49
Toli-Toli,2020,4623449.81,100598.99,1351719.99,2665914.67,153489.29,-574349.64,8320823.11
Buol,2020,3341583.9,70130.92,1101733.5,1992668.35,7344.66,-875934.15,5637527.18
Parigi Moutong,2020,10826443.76,961930.16,2159768.36,8084630.69,22582.1,-4857671.17,17197683.9
Tojo Una-Una,2020,3174270.25,87206.62,1239541.28,1359840.91,21132.04,-295365.81,5586625.29
Sigi,2020,5339667.24,229023.22,1436626.81,3898910.22,9714.22,-1884861.22,9029080.49
Banggai Laut,2020,1821282.56,21362.35,344395.07,288476.35,386.47,-103424.64,2372478.16
Morowali Utara,2020,4793449.65,98556.86,930622.13,5793489.39,58856.59,-514114.04,11160860.58
Kota Palu,2020,14266237.0,798384.0,3596875.28,10781079.57,137831.81,-5414516.6,24165891.06
Kepulauan Selayar,2020,3308174.63,77449.82,944725.59,2908876.38,31800.71,-878285.78,6392741.35
Bulukumba,2020,9085668.93,177205.56,1745438.36,4008450.29,22828.13,-474104.82,14565486.46
Bantaeng,2020,4894152.52,181101.99,1138300.82,4684569.54,26356.06,-1954004.16,8970476.77
Jeneponto,2020,6798504.12,255777.65,1284505.04,3952839.81,17586.36,-2020654.36,10288558.63
Takalar,2020,6339677.67,179530.0,1300893.24,2188916.68,124383.64,86909.95,10220311.17
Gowa,2020,13415606.53,421134.39,2535182.96,6816212.2,23968.27,-1680227.03,21531877.32
Sinjai,2020,6258450.51,141647.72,1147742.16,4844610.11,13983.07,-1081379.66,11325053.91
Maros,2020,11356947.8,318604.76,1693693.41,5642398.92,-56565.53,-334041.6,18621037.74
Pangkajene dan Kepulauan,2020,10686061.42,297219.2,1322699.96,4009188.28,116699.07,9230678.64,25662546.57
Barru,2020,4550360.02,51567.65,1042004.61,3538744.2,14868.17,-1765248.9,7432295.76
Bone,2020,20450321.46,413748.95,3798286.19,12424302.86,135382.67,-661401.74,36560640.4
Soppeng,2020,6002380.4,154448.43,1086917.89,4566356.04,29361.61,-457342.35,11382122.02
Wajo,2020,12494900.94,270698.63,1503183.86,6183094.75,-35110.06,-643714.51,19773053.62
Sidenreng Rappang,2020,7967411.76,260136.47,1414049.5,5745720.39,-26130.78,-1287754.59,14073432.74
Pinrang,2020,11303530.7,180134.17,1576947.41,7223144.28,369294.46,-570038.05,20083012.97
Enrekang,2020,4609852.5,99907.83,1265965.94,2980437.75,41068.76,-1468593.2,7528639.59
Luwu,2020,9573201.72,179495.42,1417083.85,6160177.43,88449.16,-1387339.97,16031067.61
Tana Toraja,2020,4450911.44,135603.68,1173044.23,2468417.01,3844.59,-660678.8,7571142.15
Luwu Utara,2020,7696366.95,155252.23,1416502.87,4216620.36,2701.48,-250194.52,13237249.37
Luwu Timur,2020,9136528.66,242892.98,1104213.39,6395721.15,-34154.99,4684608.44,21529809.64
Toraja Utara,2020,5631955.69,260562.05,1388275.18,3671737.46,197696.55,-1428798.81,9721428.13
Kota Makasar,2020,93001926.92,3239761.3,15419637.3,90104812.34,-451554.04,-22981591.05,178332992.8
Kota Parepare,2020,3980900.89,44280.02,982740.38,3070090.83,5752.33,-760113.15,7323651.3
Kota Palopo,2020,4563454.97,123708.2,1148946.85,3189214.48,2719.63,-1002754.2,8025289.92
Buton,2020,2160477.91,50596.51,590181.19,1414909.14,947.42,-400385.8,3816726.37
Muna,2020,4482106.76,73196.74,1267569.13,2441023.92,131725.17,-1411970.87,6983650.85
Konawe,2020,5630543.34,111068.62,1412488.55,3051663.05,1541.51,154920.6,10362225.67
Kolaka,2020,6480803.19,155203.26,1046235.02,12047412.29,3250.88,5890044.52,25622949.15
Konawe Selatan,2020,6643685.71,186373.06,1315262.73,4103039.96,22391.75,-447533.42,11823219.79
Bombana,2020,3375855.54,82933.48,765510.16,2020892.75,40152.34,274309.13,6559653.39
Wakatobi,2020,2118010.74,73103.6,997273.18,1282370.28,32291.38,-73779.85,4429269.33
Kolaka Utara,2020,4041416.37,73270.59,738322.65,3429564.98,8903.44,543765.96,8835243.98
Buton Utara,2020,1401494.59,26263.53,620822.72,1219577.39,6936.53,-63906.98,3211187.78
Konawe Utara,2020,1416860.77,56367.46,529901.77,1044825.48,1081.27,917190.56,3966227.31
Kolaka Timur,2020,2919265.45,37669.59,441596.48,1657788.53,28735.71,-588719.05,4496336.7
Konawe Kepulauan,2020,743157.56,16969.66,440636.46,437950.58,588.65,-240723.21,1398579.7
Muna Barat,2020,2269196.63,32625.23,405140.24,1179019.92,29243.73,-1297194.62,2618031.13
Buton Tengah,2020,1463398.38,27554.35,320476.04,942362.16,958.5,-326075.92,2428673.5
Buton Selatan,2020,1691753.42,32960.08,389840.01,1104329.58,1266.77,-345420.06,2874729.8
Kota Kendari,2020,12487526.03,208800.38,5862828.69,9369371.73,-241151.76,-5641677.11,22045697.95
Kota Baubau,2020,5338319.74,100567.53,1342351.66,4110225.61,170390.83,-1986008.15,9075847.22
Boalemo,2020,3334764.54,30941.79,977663.26,1057310.98,134283.52,-44702.77,5490261.32
Gorontalo,2020,8238208.42,109002.22,1892658.08,4312163.71,178455.85,-1685591.69,13044896.59
Pohuwato,2020,3839107.25,39026.36,985070.58,1309725.13,126769.88,436397.35,6736096.55
Bone Bolango,2020,2880335.65,27922.74,1139274.44,1235690.34,108507.15,-742949.68,4648780.64
Gorontalo Utara,2020,2077110.53,52908.58,675979.49,1020388.54,49280.07,-446279.59,3429387.62
Kota Gorontalo,2020,5573503.13,53783.13,2660064.32,2848530.98,134520.32,-2734421.68,8535980.21
Majene,2020,3121300.53,53644.4,1112763.48,1217588.11,-149079.15,-369396.09,4986821.27
Polewali Mandar,2020,8152619.94,72080.22,1672278.34,3298676.92,80581.0,-3590.77,13272645.66
Mamasa,2020,2149848.39,53895.68,859704.13,799745.32,-96172.89,-775036.01,2991984.64
Mamuju,2020,5860511.7,78758.9,2768215.98,3438134.42,-124949.04,-320615.96,11700056.01
Mamuju Utara,2020,2907617.18,46773.28,724768.43,3345717.58,-202246.94,3464785.45,10287414.97
Mamuju Tengah,2020,1963900.07,35228.34,456461.71,808326.56,64229.59,-114747.62,3213398.65
Maluku Tenggara Barat,2020,2204282.23,114798.43,1104484.5,1460376.21,36984.38,-2208400.53,2712525.22
Maluku Tenggara,2020,2074486.43,83113.35,1150223.28,1248078.34,30089.6,-1325594.68,3260396.32
Maluku Tengah,2020,7307945.6,249368.7,2340336.2,2195029.68,32132.75,-3405640.75,8719172.19
Buru,2020,2058922.76,72087.61,1018465.89,1068875.22,20652.12,-1814271.35,2424732.26
Kepulauan Aru,2020,1673745.56,77179.84,908473.32,1119647.59,14588.25,-289899.07,3503735.49
Seram Bagian Barat,2020,2402892.44,80591.59,1371185.18,1562856.92,34639.05,-2422435.67,3029729.51
Seram Bagian Timur,2020,1765022.95,47946.53,1266185.18,1140319.84,19305.37,-1324700.53,2914079.35
Maluku Barat Daya,2020,1094393.16,27326.2,789034.6,688290.35,14670.66,-943176.22,1670538.75
Buru Selatan,2020,1229145.13,50470.95,848950.57,748023.91,24486.22,-1482516.26,1418560.52
Kota Ambon,2020,9920919.04,354603.98,3988403.71,3429550.73,29314.88,-3016162.42,14706629.91
Kota Tual,2020,1662724.96,52450.39,809847.83,866913.28,23756.05,-924351.65,2491340.85
Halmahera Barat,2020,1411932.14,95043.97,695079.43,250383.8,-9813.28,-166242.25,2276383.81
Halmahera Tengah,2020,814069.91,32630.39,688573.78,11582476.77,112948.3,-9939000.7,3291698.44
Kepulauan Sula,2020,1437984.42,17997.27,578148.05,513855.19,-18795.98,-21558.35,2507630.61
Halmahera Selatan,2020,3469607.28,41562.84,1004194.68,5242745.98,237220.84,-1280505.06,8714826.58
Halmahera Utara,2020,3018130.85,69965.79,1185321.44,1834037.11,130609.18,-548427.72,5689636.66
Halmahera Timur,2020,1562159.78,87272.84,890341.41,1179659.53,-3136.99,-175015.45,3541281.12
Pulau Morotai,2020,812030.17,7824.46,347497.24,609132.29,43501.1,-247521.71,1572463.55
Pulau Taliabu,2020,670991.21,2172.11,179381.11,174092.08,3713.95,451078.77,1481429.22
Kota Ternate,2020,6922318.83,131738.99,3294253.39,1758821.85,-56939.45,-1569993.96,10480199.66
Kota Tidore Kepulauan,2020,1597705.42,48433.49,2515550.32,725073.75,17661.21,-1964857.4,2939566.79
Fakfak,2020,2793953.94,81261.71,2121380.63,1855445.03,-27625.4,-1623481.58,5200934.32
Kaimana,2020,1096173.09,58166.86,1463999.16,822369.46,-18537.93,-722771.03,2699399.61
Teluk Wondama,2020,512191.23,31304.99,726282.95,458564.35,-2844.56,-187117.77,1538381.19
Teluk Bintuni,2020,1246216.36,55025.83,1671636.8,3341829.64,11506.24,24679837.26,31006052.11
Manokwari,2020,4334047.57,206464.56,2891718.32,3983178.8,-70320.63,-2017342.91,9327745.73
Sorong Selatan,2020,755139.03,45055.36,899299.43,669204.77,-5150.29,-503941.22,1859607.07
Sorong,2020,2834117.7,135098.18,1957311.92,2035377.84,-53391.52,3883353.28,10791867.4
Raja Ampat,2020,987734.74,47063.5,1012026.73,557451.75,-3179.24,382166.08,2983263.57
Tambrauw,2020,91010.01,7889.66,164069.87,62219.99,1790.32,-88244.04,238735.82
Maybrat,2020,608238.93,23138.61,653783.15,163028.23,-17.09,-716104.1,732067.73
Manokwari Selatan,2020,585772.41,20400.99,334579.38,62220.35,-917.3,-169302.35,832753.47
Pegunungan Arfak,2020,118323.69,2691.32,134463.78,31883.71,540.24,-60934.96,226967.77
Kota Sorong,2020,8356543.61,112675.98,2583763.29,3605698.51,-119476.65,1100088.02,15639292.75
Merauke,2020,10591352.26,179066.78,3004823.53,3876809.82,-67735.66,-1558139.17,16026177.57
Jayawijaya,2020,7396488.83,68211.77,1828242.65,4055490.62,-34334.71,-5058720.81,8255378.36
Jayapura,2020,7581039.16,151852.92,3161180.84,4345284.5,-39724.32,775093.62,15974726.72
Nabire,2020,7344439.65,265809.33,1658648.81,2495288.78,-34815.49,-550990.2,11178380.9
Kepulauan Yapen,2020,2970685.77,169564.13,664864.74,962071.12,-17228.5,-599722.8,4150234.46
Biak Numfor,2020,4199761.2,231775.82,1368906.92,933602.89,-57140.2,-1453237.14,5223669.5
Paniai,2020,3346279.49,12498.69,1131315.15,1897029.25,-16537.04,-2087191.76,4283393.78
Puncak Jaya,2020,1262661.79,43483.4,638680.92,596146.36,-11328.34,-1142410.02,1387234.12
Mimika,2020,11984123.81,195547.24,4231740.38,17671094.91,-900701.09,30534529.83,63716335.09
Boven Digoel,2020,3230140.96,35901.85,844194.15,1935244.8,-80066.25,-1144871.11,4820544.4
Mappi,2020,2297612.39,48042.22,999438.52,1409696.38,-31585.41,-1731497.43,2991706.66
Asmat,2020,2185909.66,44570.66,1307435.42,1261904.89,-642.39,-2230168.37,2569009.86
Yahukimo,2020,2003321.42,21401.98,964086.41,1291667.69,-23721.71,-1752500.2,2504255.58
Pegunungan Bintang,2020,1636964.41,18343.68,598456.58,832221.21,-15978.27,-1101253.45,1968754.16
Tolikara,2020,1472926.24,20140.21,745371.72,783295.84,-1779.25,-1347638.55,1672316.2
Sarmi,2020,2100068.05,19367.49,1022937.66,1435558.13,-27519.2,-1612966.32,2937445.8
Keerom,2020,2129098.17,34426.64,925623.43,1377460.1,-3444.45,-1538120.19,2925043.71
Waropen,2020,1338952.39,43322.71,782071.37,985665.87,-13465.07,-1091794.25,2044753.02
Supiori,2020,896744.05,64714.33,369211.74,667440.67,-11793.3,-944270.95,1042046.53
Mamberamo Raya,2020,1202916.11,26315.89,543404.76,817821.49,-10425.72,-857688.44,1722344.09
Nduga,2020,952066.56,4135.59,474713.63,674294.94,-4637.56,-830630.89,1269942.27
Lanny Jaya,2020,1589708.29,28997.17,674656.48,877771.77,-206.86,-1240884.7,1930042.15
Mamberamo Tengah,2020,995638.63,11066.0,482115.63,600845.16,-6660.13,-869455.93,1213549.36
Yalimo,2020,995321.79,10690.93,423258.34,618856.11,-1309.89,-763153.71,1283663.57
Puncak,2020,1253008.53,17728.09,518485.96,781958.94,-84572.68,-1048557.64,1438051.2
Dogiyai,2020,1216889.58,32337.39,596762.3,605121.03,-381.41,-1095094.49,1355634.4
Intan Jaya,2020,885636.8,7141.19,433515.88,643840.46,-8644.36,-688463.11,1273026.86
Deiyai,2020,1048301.79,4899.41,493448.03,608803.36,-8802.35,-710985.68,1435664.55
Kota Jayapura,2020,14545579.8,2820375.47,12987485.02,13992563.2,-113304.48,-12213573.07,32019125.94
Simeulue,2021,1665117.18,93795.59,831371.31,1067199.08,6033.71,-1203225.47,2460291.41
Aceh Singkil,2021,1723834.5,46146.18,900814.29,849377.14,29917.01,-835689.65,2714399.47
Aceh Selatan,2021,3893911.26,106851.31,1340152.49,2092634.13,20189.17,-1483884.96,5969853.39
Aceh Tenggara,2021,3946207.44,192804.74,1381974.9,1531034.05,150512.15,-1780943.83,5421589.45
Aceh Timur,2021,8508549.44,298598.92,1597798.68,4119787.15,182118.38,-3009022.42,11697830.15
Aceh Tengah,2021,3508743.36,127462.18,1277356.52,3326189.8,44356.09,-252160.35,8031947.6
Aceh Barat,2021,4160381.91,208005.73,1370243.86,4107969.55,81432.99,55073.82,9983107.86
Aceh Besar,2021,9723013.59,64718.35,2445769.32,5062004.63,170630.45,-3415654.19,14050482.15
Pidie,2021,7802131.13,282780.55,2310559.4,3425936.07,-2987.42,-2477026.46,11341393.27
Bireuen,2021,9220853.26,262981.54,2050342.52,3372545.95,55643.32,-882832.05,14079534.53
Aceh Utara,2021,11690242.04,434310.0,2776086.76,6937452.32,138747.31,1266070.67,23242909.1
Aceh Barat Daya,2021,2355173.48,62037.61,878336.92,2549778.2,18758.27,-1726237.28,4137847.2
Gayo Lues,2021,1436632.94,81675.7,945146.26,1178273.07,65784.91,-846704.09,2860808.79
Aceh Tamiang,2021,5012569.4,134052.17,1228473.54,2728514.8,1099.4,-231328.48,8873380.82
Nagan Raya,2021,3584242.37,174004.51,1014881.3,3153226.26,6818.0,1152732.01,9085904.46
Aceh Jaya,2021,1470872.33,58323.91,980018.74,1582200.5,-260.77,-1232062.34,2859092.37
Bener Meriah,2021,2457622.69,102975.85,918016.2,2299984.78,4125.69,-776088.03,5006637.18
Pidie Jaya,2021,2749123.73,154958.74,935563.64,1444899.02,49755.53,-1654149.94,3680150.72
Kota Banda Aceh,2021,11629664.15,317145.76,8317054.17,4829552.44,181505.95,-5330962.3,19943960.17
